person_id,name,email,gender,age
353,Richard,ri@columbia.edu,male,25
354,Erik,er@columbia.edu,male,10
355,Joya,jo@columbia.edu,male,12
356,Mikd,mi@columbia.edu,female,44
357,Justine,ju@columbia.edu,female,50
358,Ruth,ru@columbia.edu,male,26
359,Carly,ca@columbia.edu,male,14
360,Mike,mi@columbia.edu,female,22
361,Steven,st@columbia.edu,female,34
362,Jonathan,jo@columbia.edu,male,46
363,Shawnta,sh@columbia.edu,male,28
364,Fransiska,fr@columbia.edu,female,38
365,Miranda,mi@columbia.edu,male,37
366,Nan,na@columbia.edu,female,16
367,Kash,ka@columbia.edu,male,14
368,Norina,no@columbia.edu,female,11
369,Toby,to@columbia.edu,male,26
370,Angela,an@columbia.edu,male,31
371,dean,de@columbia.edu,male,44
372,rachel,ra@columbia.edu,male,49
373,Victor,vi@columbia.edu,female,17
374,Dan,da@columbia.edu,female,36
375,L,l@columbia.edu,male,27
376,Ingrid,in@columbia.edu,female,38
377,Lisa,li@columbia.edu,female,18
378,MoniQue,mo@columbia.edu,male,16
379,bill,bi@columbia.edu,female,39
380,John,jo@columbia.edu,female,38
381,Tammy,ta@columbia.edu,male,24
382,Dennis,de@columbia.edu,female,47
383,Sheryl,sh@columbia.edu,male,13
384,Matthew,ma@columbia.edu,female,19
385,Larry,la@columbia.edu,female,13
386,Adam,ad@columbia.edu,female,24
387,Lee,le@columbia.edu,female,26
388,Pj,pj@columbia.edu,male,35
389,Michael,mi@columbia.edu,female,40
390,Jim,ji@columbia.edu,female,16
391,Adam,ad@columbia.edu,female,29
392,Jeff,je@columbia.edu,female,27
393,Yen,ye@columbia.edu,female,14
394,Kiana,ki@columbia.edu,female,50
395,Kevan,ke@columbia.edu,male,47
396,Jennifer,je@columbia.edu,female,49
397,Chazz,ch@columbia.edu,female,21
398,Clarence,cl@columbia.edu,male,32
399,corey,co@columbia.edu,male,42
400,Holly,ho@columbia.edu,male,47
401,Billy,bi@columbia.edu,female,24
402,Jay,ja@columbia.edu,female,33
403,Kathy,ka@columbia.edu,female,24
404,Seva,se@columbia.edu,male,49
405,Liana,li@columbia.edu,male,10
406,Jesus,je@columbia.edu,female,47
407,Pugswife,pu@columbia.edu,male,17
408,Stella,st@columbia.edu,female,31
409,Joel,jo@columbia.edu,female,22
410,Tam,ta@columbia.edu,female,16
411,Cherie,ch@columbia.edu,male,20
412,Linda,li@columbia.edu,female,39
413,Brian,br@columbia.edu,female,43
414,Lisa,li@columbia.edu,male,39
415,Nils,ni@columbia.edu,female,20
416,Matt,ma@columbia.edu,female,43
417,Ashley,as@columbia.edu,female,41
418,Ginny,gi@columbia.edu,male,26
419,Melissa,me@columbia.edu,female,23
420,Brigitte,br@columbia.edu,female,39
421,S,s@columbia.edu,male,30
422,Gordon,go@columbia.edu,male,33
423,A,a@columbia.edu,female,13
424,R,r@columbia.edu,male,41
425,Kara,ka@columbia.edu,female,19
426,Bill,bi@columbia.edu,female,47
427,Colleen,co@columbia.edu,female,27
428,Michele,mi@columbia.edu,female,46
429,Kathryn,ka@columbia.edu,female,38
430,Tommy,to@columbia.edu,female,32
431,Marci,ma@columbia.edu,male,42
432,Debbie,de@columbia.edu,male,47
433,Patricia,pa@columbia.edu,male,20
434,Angel,an@columbia.edu,male,18
435,Eva,ev@columbia.edu,female,22
436,Bailey,ba@columbia.edu,female,27
437,Tom,to@columbia.edu,male,22
438,Nicole,ni@columbia.edu,male,47
439,Mary,ma@columbia.edu,male,29
440,Rafael,ra@columbia.edu,male,17
441,Richard,ri@columbia.edu,male,20
442,Heather,he@columbia.edu,male,12
443,Sally,sa@columbia.edu,male,48
444,Chen-Wei,ch@columbia.edu,male,50
445,Isabella,is@columbia.edu,female,22
446,Fred,fr@columbia.edu,male,15
447,Alan,al@columbia.edu,male,44
448,Michael,mi@columbia.edu,male,21
449,Madonna,ma@columbia.edu,female,45
450,Brandon,br@columbia.edu,male,20
451,Donna,do@columbia.edu,female,17
452,Martha,ma@columbia.edu,female,28
453,Daniel,da@columbia.edu,male,27
454,Bob,bo@columbia.edu,female,15
455,Ann,an@columbia.edu,male,26
456,Kace,ka@columbia.edu,male,31
457,Candy,ca@columbia.edu,male,12
458,Christina,ch@columbia.edu,female,13
459,Andrew,an@columbia.edu,female,26
460,Carl,ca@columbia.edu,female,23
461,Tim,ti@columbia.edu,female,23
462,Tony,to@columbia.edu,female,43
463,Steve,st@columbia.edu,female,22
464,Susan,su@columbia.edu,male,38
465,Melissa,me@columbia.edu,female,21
466,Hannah,ha@columbia.edu,female,44
467,Cameron,ca@columbia.edu,female,44
468,Lauren,la@columbia.edu,male,33
469,Brent,br@columbia.edu,female,27
470,Tim,ti@columbia.edu,male,17
471,betsy,be@columbia.edu,male,35
472,Alison,al@columbia.edu,male,35
473,Nilufar,ni@columbia.edu,male,37
474,Joedel,jo@columbia.edu,female,27
475,dave,da@columbia.edu,female,17
476,Christopher,ch@columbia.edu,female,47
477,Poupee,po@columbia.edu,male,12
478,Brian,br@columbia.edu,female,14
479,Andrea,an@columbia.edu,female,37
480,Linda,li@columbia.edu,male,32
481,Miranda,mi@columbia.edu,female,28
482,Sebastian,se@columbia.edu,male,15
483,Joey,jo@columbia.edu,male,37
484,Jackie,ja@columbia.edu,female,38
485,Emily,em@columbia.edu,male,47
486,Paul,pa@columbia.edu,male,28
487,Charles,ch@columbia.edu,female,26
488,Courtney,co@columbia.edu,female,43
489,Deanna,de@columbia.edu,female,36
490,Felix,fe@columbia.edu,female,18
491,Bree-zy,br@columbia.edu,female,50
492,Caleb,ca@columbia.edu,female,18
493,Vee,ve@columbia.edu,female,39
494,Em,em@columbia.edu,male,44
495,Maricella,ma@columbia.edu,female,14
496,Jessica,je@columbia.edu,female,16
497,Garrett,ga@columbia.edu,female,47
498,L,l@columbia.edu,female,11
499,Neal,ne@columbia.edu,female,13
500,C,c@columbia.edu,female,44
501,Roger,ro@columbia.edu,female,29
502,Kylie,ky@columbia.edu,female,44
503,Ryan,ry@columbia.edu,female,23
504,Jo,jo@columbia.edu,male,34
505,Navid,na@columbia.edu,male,26
506,David,da@columbia.edu,female,22
507,Mike,mi@columbia.edu,male,42
508,Justin,ju@columbia.edu,male,43
509,James,ja@columbia.edu,female,30
510,Shaun,sh@columbia.edu,female,47
511,Al,al@columbia.edu,male,47
512,Laura,la@columbia.edu,male,47
513,Robin,ro@columbia.edu,female,31
514,Toni,to@columbia.edu,female,22
515,Brian,br@columbia.edu,female,39
516,Deb,de@columbia.edu,male,50
517,Rieko,ri@columbia.edu,male,44
518,Bill,bi@columbia.edu,male,14
519,Don,do@columbia.edu,female,10
520,Cassie,ca@columbia.edu,male,32
521,Shiyuan,sh@columbia.edu,male,17
522,Tennalle,te@columbia.edu,female,32
523,Ingeborg,in@columbia.edu,female,21
524,Joan,jo@columbia.edu,male,36
525,Fathima,fa@columbia.edu,male,41
526,Samantha,sa@columbia.edu,female,11
527,Tina,ti@columbia.edu,female,26
528,Eric,er@columbia.edu,male,11
529,Brittany,br@columbia.edu,female,15
530,C,c@columbia.edu,male,49
531,Steve,st@columbia.edu,female,30
532,Jill Jill,ji@columbia.edu,male,26
533,Abby,ab@columbia.edu,male,45
534,Brianna,br@columbia.edu,female,12
535,Bubba,bu@columbia.edu,male,16
536,Andrey,an@columbia.edu,male,47
537,Sarah,sa@columbia.edu,male,21
538,Rebecca,re@columbia.edu,male,28
539,Yanni,ya@columbia.edu,male,44
540,Dee,de@columbia.edu,male,20
541,Mandy,ma@columbia.edu,female,23
542,Alejandra,al@columbia.edu,male,11
543,Destiny,de@columbia.edu,female,12
544,K,k@columbia.edu,female,31
545,Patrice,pa@columbia.edu,male,21
546,Nathan,na@columbia.edu,male,34
547,Lain,la@columbia.edu,male,28
548,Todd,to@columbia.edu,male,25
549,Mike,mi@columbia.edu,female,26
550,hunter,hu@columbia.edu,female,17
551,Stephen,st@columbia.edu,female,14
552,Brooke,br@columbia.edu,female,34
553,Jeff,je@columbia.edu,male,12
554,Pawel,pa@columbia.edu,female,44
555,Candace,ca@columbia.edu,female,40
556,linda,li@columbia.edu,male,47
557,Matt,ma@columbia.edu,male,37
558,Mike,mi@columbia.edu,male,46
559,Dawn,da@columbia.edu,female,25
560,Fred,fr@columbia.edu,female,20
561,Robert,ro@columbia.edu,male,29
562,Lien,li@columbia.edu,female,48
563,nicole,ni@columbia.edu,female,21
564,Jonathan,jo@columbia.edu,male,12
565,Andrew,an@columbia.edu,male,21
566,Mara,ma@columbia.edu,female,11
567,Kimberly,ki@columbia.edu,female,44
568,Robbin,ro@columbia.edu,male,37
569,Mark,ma@columbia.edu,female,30
570,Miguel,mi@columbia.edu,female,48
571,Kayte,ka@columbia.edu,male,36
572,Rob,ro@columbia.edu,female,43
573,Ashley,as@columbia.edu,female,38
574,Maya,ma@columbia.edu,female,13
575,Maria,ma@columbia.edu,male,35
576,Amanda,am@columbia.edu,male,49
577,Whitney,wh@columbia.edu,male,17
578,Julia,ju@columbia.edu,female,23
579,Randy,ra@columbia.edu,female,16
580,Anon,an@columbia.edu,female,36
581,KingMat,ki@columbia.edu,female,13
582,Andrew,an@columbia.edu,female,44
583,George,ge@columbia.edu,male,49
584,Michelle,mi@columbia.edu,female,12
585,Joan,jo@columbia.edu,male,13
586,Jon,jo@columbia.edu,female,33
587,Libbey,li@columbia.edu,female,25
588,Tricia,tr@columbia.edu,male,26
589,K,k@columbia.edu,female,46
590,Bryan,br@columbia.edu,female,16
591,Dan,da@columbia.edu,female,43
592,Amy,am@columbia.edu,male,43
593,Randy,ra@columbia.edu,female,33
594,Debby,de@columbia.edu,male,45
595,Quade,qu@columbia.edu,female,24
596,Jeffrey,je@columbia.edu,male,36
597,Greg,gr@columbia.edu,female,29
598,Kyle,ky@columbia.edu,male,30
599,Nick,ni@columbia.edu,male,47
600,Aaron,aa@columbia.edu,female,33
601,Erica,er@columbia.edu,female,47
602,Rolando,ro@columbia.edu,male,24
603,Lacey,la@columbia.edu,female,29
604,Jason,ja@columbia.edu,female,11
605,Becca,be@columbia.edu,male,19
606,Laurie,la@columbia.edu,female,24
607,Teri,te@columbia.edu,male,39
608,Elicia,el@columbia.edu,male,25
609,Wendy,we@columbia.edu,male,49
610,Patty,pa@columbia.edu,female,13
611,Buggy,bu@columbia.edu,female,25
612,Patrik,pa@columbia.edu,female,11
613,Eric,er@columbia.edu,female,21
614,Sassy,sa@columbia.edu,male,40
615,Glenn,gl@columbia.edu,female,10
616,Teina,te@columbia.edu,male,23
617,Perry,pe@columbia.edu,male,48
618,Rebecca,re@columbia.edu,female,26
619,Marina,ma@columbia.edu,male,30
620,Sonita,so@columbia.edu,male,31
621,Dustin,du@columbia.edu,female,16
622,Jess,je@columbia.edu,female,43
623,Ryan,ry@columbia.edu,female,44
624,Stephen,st@columbia.edu,male,17
625,Max,ma@columbia.edu,male,49
626,Katherine,ka@columbia.edu,female,44
627,Audriana,au@columbia.edu,male,45
628,Bobby,bo@columbia.edu,female,43
629,Marcus,ma@columbia.edu,male,41
630,Julie,ju@columbia.edu,male,37
631,Nancy,na@columbia.edu,male,15
632,Miguel,mi@columbia.edu,female,15
633,Stefanie,st@columbia.edu,female,14
634,Michelle,mi@columbia.edu,male,22
635,Gary,ga@columbia.edu,female,42
636,D,d@columbia.edu,female,23
637,Josue,jo@columbia.edu,male,35
638,Madelaine,ma@columbia.edu,male,36
639,Mako,ma@columbia.edu,male,16
640,Rebecca,re@columbia.edu,female,26
641,Myss,my@columbia.edu,male,48
642,Prince,pr@columbia.edu,male,16
643,Sue,su@columbia.edu,female,21
644,William,wi@columbia.edu,male,30
645,Wes,we@columbia.edu,female,34
646,Eve,ev@columbia.edu,female,32
647,Nikki,ni@columbia.edu,female,37
648,Victor,vi@columbia.edu,male,42
649,Sam,sa@columbia.edu,male,11
650,Maui,ma@columbia.edu,male,33
651,Roald,ro@columbia.edu,female,34
652,Brian,br@columbia.edu,male,27
653,BIG D,bi@columbia.edu,male,30
654,Suzanne,su@columbia.edu,female,11
655,Edward,ed@columbia.edu,male,42
656,Vinh,vi@columbia.edu,female,45
657,Stephanie,st@columbia.edu,male,30
658,K,k@columbia.edu,female,32
659,Matteo,ma@columbia.edu,male,15
660,Joe,jo@columbia.edu,female,38
661,Anthony,an@columbia.edu,male,49
662,N.,n.@columbia.edu,male,33
663,Catherine,ca@columbia.edu,female,30
664,Cynthia,cy@columbia.edu,female,27
665,Aaron,aa@columbia.edu,female,11
666,Jason,ja@columbia.edu,male,36
667,Katie,ka@columbia.edu,male,34
668,Abhijeet,ab@columbia.edu,male,41
669,Maria,ma@columbia.edu,male,25
670,alex,al@columbia.edu,female,22
671,Chris,ch@columbia.edu,male,42
672,Roland,ro@columbia.edu,female,23
673,Tyler,ty@columbia.edu,male,37
674,Luka,lu@columbia.edu,male,39
675,Blaine,bl@columbia.edu,female,33
676,Robert,ro@columbia.edu,female,16
677,Jon,jo@columbia.edu,female,18
678,John,jo@columbia.edu,male,21
679,Phillip,ph@columbia.edu,female,15
680,Yvonne,yv@columbia.edu,female,15
681,Damon,da@columbia.edu,male,37
682,Desiree,de@columbia.edu,female,26
683,Kelly,ke@columbia.edu,male,34
684,E,e@columbia.edu,female,40
685,Andrea,an@columbia.edu,male,12
686,Eric,er@columbia.edu,male,19
687,Thomas,th@columbia.edu,female,45
688,Tony,to@columbia.edu,female,44
689,Jenna,je@columbia.edu,female,14
690,Dan,da@columbia.edu,female,23
691,Mimi,mi@columbia.edu,female,28
692,John,jo@columbia.edu,female,38
693,Kristin,kr@columbia.edu,female,28
694,Jake,ja@columbia.edu,male,11
695,Carly,ca@columbia.edu,female,37
696,Carmen,ca@columbia.edu,female,28
697,Reggie,re@columbia.edu,male,25
698,Candias,ca@columbia.edu,male,34
699,M,m@columbia.edu,male,44
700,John,jo@columbia.edu,male,25
701,Danielle,da@columbia.edu,male,20
702,James,ja@columbia.edu,male,46
703,Monica,mo@columbia.edu,female,20
704,Zette,ze@columbia.edu,male,29
705,Maddie,ma@columbia.edu,male,39
706,Stephanie,st@columbia.edu,male,19
707,Michael,mi@columbia.edu,male,12
708,K,k@columbia.edu,male,46
709,Skip,sk@columbia.edu,female,11
710,Kellers,ke@columbia.edu,female,24
711,Celia,ce@columbia.edu,female,13
712,Theresa,th@columbia.edu,female,23
713,Jerrica,je@columbia.edu,female,35
714,Frank,fr@columbia.edu,male,13
715,T,t@columbia.edu,male,40
716,Daniel,da@columbia.edu,male,16
717,Margaret,ma@columbia.edu,male,31
718,John,jo@columbia.edu,male,22
719,Trina,tr@columbia.edu,male,17
720,Susan,su@columbia.edu,female,46
721,Thomas,th@columbia.edu,male,48
722,Amanda,am@columbia.edu,male,18
723,Amy,am@columbia.edu,male,12
724,Sofy,so@columbia.edu,male,11
725,Becca,be@columbia.edu,female,13
726,Sara,sa@columbia.edu,male,19
727,Dewey,de@columbia.edu,male,44
728,Jeff,je@columbia.edu,female,43
729,Melissa,me@columbia.edu,male,35
730,Jim,ji@columbia.edu,female,30
731,Ervin,er@columbia.edu,male,31
732,Barbara,ba@columbia.edu,female,15
733,Kiffen,ki@columbia.edu,female,22
734,Dave,da@columbia.edu,male,40
735,Yuriy,yu@columbia.edu,female,27
736,Margaret,ma@columbia.edu,female,20
737,Sarah,sa@columbia.edu,female,45
738,Dani,da@columbia.edu,male,25
739,Steve,st@columbia.edu,female,13
740,Elaine,el@columbia.edu,male,32
741,Kristina,kr@columbia.edu,female,46
742,Bethanne,be@columbia.edu,male,21
743,Pierre,pi@columbia.edu,male,37
744,Rachael,ra@columbia.edu,male,10
745,Trish,tr@columbia.edu,female,22
746,Lokesh,lo@columbia.edu,male,19
747,Brad,br@columbia.edu,female,36
748,Lauren,la@columbia.edu,female,25
749,Johnny,jo@columbia.edu,male,21
750,Manny,ma@columbia.edu,male,40
751,Kaley,ka@columbia.edu,male,13
752,Maribel,ma@columbia.edu,male,50
753,Jeff,je@columbia.edu,male,13
754,Lilly,li@columbia.edu,female,28
755,Mark,ma@columbia.edu,male,50
756,Lance,la@columbia.edu,female,25
757,Christina,ch@columbia.edu,male,37
758,B.,b.@columbia.edu,male,45
759,Melissa,me@columbia.edu,female,11
760,Sev,se@columbia.edu,male,21
761,Paige,pa@columbia.edu,female,32
762,Jamie,ja@columbia.edu,female,31
763,CK,ck@columbia.edu,male,17
764,Theresa,th@columbia.edu,male,32
765,Melody,me@columbia.edu,female,22
766,Josh,jo@columbia.edu,female,31
767,Charley,ch@columbia.edu,male,20
768,Chris,ch@columbia.edu,male,24
769,Gary,ga@columbia.edu,male,14
770,Justin,ju@columbia.edu,female,21
771,Susan,su@columbia.edu,male,19
772,Angel,an@columbia.edu,male,42
773,Amy,am@columbia.edu,female,38
774,Tony,to@columbia.edu,male,47
775,Amavilia,am@columbia.edu,male,11
776,Margarita,ma@columbia.edu,male,28
777,Alli,al@columbia.edu,male,22
778,Ryan,ry@columbia.edu,female,46
779,Michel,mi@columbia.edu,male,33
780,Alexa,al@columbia.edu,female,42
781,Tom,to@columbia.edu,male,20
782,Kara,ka@columbia.edu,female,17
783,Dona,do@columbia.edu,male,28
784,Kristin,kr@columbia.edu,female,28
785,J,j@columbia.edu,male,34
786,Denisa,de@columbia.edu,female,13
787,Katie,ka@columbia.edu,male,42
788,Brian,br@columbia.edu,male,10
789,Dennis,de@columbia.edu,male,44
790,Charles,ch@columbia.edu,female,12
791,Jag,ja@columbia.edu,female,38
792,Mike,mi@columbia.edu,male,43
793,Ashley,as@columbia.edu,male,14
794,Nicole,ni@columbia.edu,female,49
795,A,a@columbia.edu,female,14
796,Rebecca,re@columbia.edu,male,43
797,Myhanh,my@columbia.edu,male,20
798,Shana,sh@columbia.edu,female,21
799,Joe,jo@columbia.edu,male,21
800,Lloyd,ll@columbia.edu,male,39
801,S,s@columbia.edu,female,44
802,Daming,da@columbia.edu,female,46
